number,value,datetime_start,datetime_complete,duration,params_act,params_arch,params_batch,params_conv_blocks,params_conv_drop,params_dense,params_dropout,params_filters,params_kernel,params_l2,params_lr,params_lstm_drop,params_optim,params_pool,params_units,params_window,user_attrs_precision,user_attrs_recall,state
90,0.6866767406463623,2025-06-11 11:30:19.680477,2025-06-11 11:30:34.902449,0 days 00:00:15.221972,relu,lstm_conv,128,1,0.20535601738559173,32,0.37010248257601425,64,3,1.7310912178883706e-05,0.00022876510610153692,0.15141558058285193,nadam,gmp,96,66,,,PRUNED
91,0.6867517232894897,2025-06-11 11:30:36.119446,2025-06-11 11:30:54.872409,0 days 00:00:18.752963,relu,conv_lstm,16,2,0.17376790373557305,32,0.27492039396776596,48,7,1.9655268092216196e-06,0.0002203830806530372,0.03924015437399718,nadam,gap,32,66,,,PRUNED
92,-0.5142314990512333,2025-06-11 11:30:56.133406,2025-06-11 11:32:28.822776,0 days 00:01:32.689370,elu,conv_lstm,32,2,0.20045353387145282,32,0.04649628903486172,48,5,3.1234114249203614e-06,5.0000536347516695e-05,0.07789582358604598,nadam,gap,32,54,0.5445411922304085,0.5003076923076923,COMPLETE
93,0.7687446475028992,2025-06-11 11:32:30.036773,2025-06-11 11:32:45.544742,0 days 00:00:15.507969,relu,lstm_conv,128,1,0.10617760758950283,128,0.2916168421241599,64,7,0.0004668962746461671,5.0294286346717886e-05,0.040431975226544806,nadam,gmp,128,48,,,PRUNED
94,0.6906815767288208,2025-06-11 11:32:46.801740,2025-06-11 11:33:15.541684,0 days 00:00:28.739944,elu,conv_lstm,32,2,0.17159785235766045,32,0.07817906277946668,48,4,1.6104393103712976e-05,5.148985174102934e-05,0.12471925802431072,nadam,gap,192,54,,,PRUNED
95,0.6962503790855408,2025-06-11 11:33:16.811705,2025-06-11 11:33:29.628657,0 days 00:00:12.816952,elu,conv_lstm,16,2,0.23013778732036339,32,0.05091194067777763,128,5,8.073027697313637e-06,6.337655657327107e-05,0.11165138523998988,nadam,gap,32,54,,,PRUNED
96,0.6904482245445251,2025-06-11 11:33:30.914655,2025-06-11 11:33:37.134642,0 days 00:00:06.219987,elu,conv_lstm,32,1,0.21427770291416903,32,0.07860316893689669,48,5,1.0706410576495325e-06,9.510382354875572e-05,0.04124230867140591,nadam,gap,32,36,,,PRUNED
97,-0.41445126107702795,2025-06-11 11:33:38.411640,2025-06-11 11:34:24.449610,0 days 00:00:46.037970,elu,lstm_conv,32,2,0.21261520659116379,32,0.2655526761274365,48,6,3.7025561374641575e-06,6.240981276045473e-05,0.0537679505904001,nadam,gap,32,72,0.5201026518391788,0.37623762376237624,COMPLETE
98,0.7964645624160767,2025-06-11 11:34:25.729608,2025-06-11 11:34:38.081720,0 days 00:00:12.352112,relu,lstm_conv,64,1,0.07570741135385174,128,0.09283077257601552,64,6,0.0006369307644625351,0.00022769751291358442,0.03364260835360095,nadam,gmp,128,60,,,PRUNED
99,-0.4669873196327066,2025-06-11 11:34:39.407718,2025-06-11 11:35:09.476527,0 days 00:00:30.068809,elu,conv_lstm,128,2,0.13295312937210832,32,0.06601970937478079,48,5,2.1988908676391514e-06,0.00014826017368958116,0.09294754498505187,nadam,gap,32,54,0.5377643504531722,0.43815384615384617,COMPLETE
